"codigo";"cod_pri";"primario";"secundario";"descricao"
"11307";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Autoridade ou Disciplina Militar";"Desrespeito a superior e a símbolo nacional ou farda | Desrespeito a superior "
"11308";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Concussão, Excesso de Exação e Desvio"
"11309";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Corrupção"
"11310";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional"
"11311";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes praticados por particular contra a Administração Militar"
"11312";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Desacato e da Desobediência"
"11313";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Falsidade"
"11314";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Peculato"
"11315";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Peculato | Peculato"
"11316";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Peculato | Peculato mediante aproveitamento ou erro de outrem"
"11317";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Peculato | Peculato-furto"
"11318";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Falsidade | Certidão ou atestado ideologicamente falso "
"11319";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Falsidade | Cheques sem fundos"
"11320";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Falsidade | Falsa identidade"
"11321";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Falsidade | Falsidade ideológica"
"11322";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Falsidade | Falsificação de documento"
"11323";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Falsidade | Supressão de documento"
"11324";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Falsidade | Uso de documento falso"
"11325";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Falsidade | Uso de documento pessoal alheio"
"11326";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Desacato e da Desobediência | Desacato a assemelhado ou funcionário"
"11327";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Desacato e da Desobediência | Desacato a militar"
"11328";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Desacato e da Desobediência | Desacato a superior"
"11329";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Desacato e da Desobediência | Desobediência"
"11330";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Desacato e da Desobediência | Ingresso clandestino"
"11331";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes praticados por particular contra a Administração Militar | Impedimento, perturbação ou fraude de concorrencia"
"11332";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes praticados por particular contra a Administração Militar | Inutilização de edital ou de sinal oficial"
"11333";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes praticados por particular contra a Administração Militar | Subtração ou inutilização de livro, processo ou documento"
"11334";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes praticados por particular contra a Administração Militar | Tráfico de influência"
"11335";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes praticados por particular contra a Administração Militar | Usurpação de função"
"11336";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Abandono de cargo"
"11337";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Abuso de confiança ou boa fé"
"11338";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Aplicação ilegal de verba ou dinheiro"
"11339";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Condescendência criminosa"
"11340";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Exercício funcional ilegal"
"11341";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Extravio, sonegação ou inutilização de livro ou documento"
"11342";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Inobservancia de lei, regulamento ou instrução"
"11343";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Não inclusão de nome em lista"
"11344";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Obstáculo à hasta pública, concorrência ou tomada de preços"
"11345";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Patrocínio indébito"
"11346";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Prevaricação"
"11347";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Violação de sigilo de proposta de concorrência"
"11348";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Violação de sigilo funcional"
"11349";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Violação do dever funcional com o fim de lucro"
"11350";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Violação ou divulgação indevida de correspondência ou comunicação"
"11351";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Crimes contra o dever funcional | Violência arbitrária"
"11352";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Corrupção | Corrupção ativa"
"11353";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Corrupção | Corrupção passiva"
"11354";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Corrupção | Participação ilícita"
"11355";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Concussão, Excesso de Exação e Desvio | Concussão"
"11356";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Concussão, Excesso de Exação e Desvio | Desvio"
"11357";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração Militar";"Concussão, Excesso de Exação e Desvio | Excesso de exação"
"11358";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Auto-acusação falsa"
"11359";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Coação"
"11360";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Comunicação falsa de crime"
"11361";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Corrupção ativa de testemunha, perito ou intérprete"
"11362";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Denunciação caluniosa"
"11363";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Desacato"
"11364";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Desobediência a decisão judicial"
"11365";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Desobediência a decisão sobre perda ou suspensão de atividade ou direito"
"11366";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Exploração de prestígio"
"11367";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Falso testemunho ou falsa perícia"
"11368";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Favorecimento pessoal"
"11369";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Favorecimento real"
"11370";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Inutilização,sonegação ou descaminho de material probante"
"11371";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Publicidade opressiva"
"11372";"11068";"DIREITO PENAL MILITAR";"Crimes contra a Administração da Justiça Militar";"Recusa de função na Justiça Militar"
"11386";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Medidas Sócio-educativas";"Advertência"
"11387";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Medidas Sócio-educativas";"Internação com atividades externas"
"11388";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Medidas Sócio-educativas";"Internação sem atividades externas"
"11389";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Medidas Sócio-educativas";"Liberdade assistida"
"11390";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Medidas Sócio-educativas";"Obrigação de reparar o dano"
"11391";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Medidas Sócio-educativas";"Prestação de serviços à comunidade"
"11392";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Medidas Sócio-educativas";"Semiliberdade"
"11410";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra portadores de deficiência"
"11412";"899";"DIREITO CIVIL";"Coisas";"Conflito fundiário coletivo rural"
"11413";"899";"DIREITO CIVIL";"Coisas";"Conflito fundiário coletivo urbano"
"11414";"287";"DIREITO PENAL";"Crime/contravenção decorrente de conflito fundiário coletivo";"Crime/contravenção decorrente de conflito fundiário coletivo"
"11416";"287";"DIREITO PENAL";"Crimes contra a Dignidade Sexual";"Violação sexual mediante fraude"
"11417";"287";"DIREITO PENAL";"Crimes contra a Dignidade Sexual";"Estupro de vulnerável"
"11418";"287";"DIREITO PENAL";"Crimes contra a Dignidade Sexual";"Satisfação de lascívia mediante presença de criança ou adolescente "
"11419";"287";"DIREITO PENAL";"Crimes contra a Dignidade Sexual";"Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável "
"11420";"287";"DIREITO PENAL";"Crimes contra a Dignidade Sexual";"Favorecimento da prostituição ou outra forma de exploração sexual"
"11421";"287";"DIREITO PENAL";"Crimes contra a Dignidade Sexual";"Tráfico internacional de pessoa para fim de exploração sexual"
"11422";"287";"DIREITO PENAL";"Crimes contra a Dignidade Sexual";"Tráfico interno de pessoa para fim de exploração sexual"
"11428";"11428";"DIREITO ELEITORAL";"DIREITO ELEITORAL";"DIREITO ELEITORAL"
"11429";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes Eleitorais"
"11430";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Organização Administrativa da Justiça Eleitoral"
"11431";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Organização Administrativa da Justiça Eleitoral | Intervenção Indevida de Autoridade Junto à Mesa Receptora"
"11432";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Organização Administrativa da Justiça Eleitoral | Não Observância de Chamamento de Eleitores para Votar"
"11433";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Organização Administrativa da Justiça Eleitoral | Práticas Irregulares que Determinam a Anulação da Votação"
"11434";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Organização Administrativa da Justiça Eleitoral | Votação de Eleitor na Seção Eleitoral na qual Não Está Inscrito ou Autorizado a Votar "
"11435";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Organização Administrativa da Justiça Eleitoral | Contagem de Votos de Eleitores em Relação aos quais Houve Impugnação"
"11436";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Organização Administrativa da Justiça Eleitoral | Fabricação, Aquisição, Fornecimento, Subtração ou Guarda de Materiais de Uso da Justiça Eleitoral"
"11437";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral"
"11438";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Inscrição Fraudulenta"
"11439";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Induzimento à Inscrição de Eleitor em Infração às Normas Legais"
"11440";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Inscrição Fraudulenta Efetivada pelo Juiz"
"11441";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Negativa ou Retardamento de Inscrição sem Fundamento Legal"
"11442";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Perturbação ou Impedimento de Alistamento"
"11443";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Promoção de Desordem nos Trabalhos Eleitorais"
"11444";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Majoração de Preços de Utilidade e Serviços Necessários à Realização das Eleições"
"11445";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Ocultação, Sonegação ou Recusa de Fornecimento de Utilidades, Alimentos e Transporte no Dia da Eleição "
"11446";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Retardamento ou Não-Publicação de Decisões, Citações ou Intimações da Justiça Eleitoral"
"11447";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Não-Apresentação de Denúncia ou Não Execução de Sentença Penal Condenatória no Prazo Legal  "
"11448";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Não Cumprimento, pela Autoridade Judiciária, do Dever de Representar Contra o Órgão do Ministério que Não Oferece Denúncia no Prazo Legal "
"11449";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Recusa ou Abandono do Serviço Eleitoral"
"11450";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Não Cumprimento dos Deveres Impostos pelo Código Eleitoral à Autoridade Judiciária e aos Funcionários da Justiça Eleitoral "
"11451";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político "
"11452";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Desobediência a Ordens ou Instruções da Justiça Eleitoral "
"11453";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Descumprimento do Dever de Informar o Número, Espécie e Lotação de Veículos e Embarcações "
"11454";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Desatendimento à Requisição de Veículo ou Embarcação  "
"11455";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores"
"11456";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a dignidade sexual | Estupro de Vulnerável"
"11457";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a dignidade sexual | Favorecimento de Prostituição ou Outra Forma de Exploração Sexual "
"11458";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a dignidade sexual | Favorecimento de Prostituição ou Outra Forma de Exploração Sexual de Vulnerável"
"11459";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a dignidade sexual | Satisfação de Lascívia Mediante Presença de Criança ou Adolescente"
"11460";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a dignidade sexual | Tráfico Interno de Pessoa para Fim de Exploração Sexual"
"11461";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Ato Infracional";"Contra a dignidade sexual | Violação Sexual Mediante Fraude"
"11464";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Obstamento do Transporte e Fornecimento de Alimentos a Eleitores pela Justiça Eleitoral"
"11465";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Utilização de Veículos e Embarcações Públicas em Campanha Eleitoral"
"11466";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Serviço da Justiça Eleitoral | Dano a Equipamento Eleitoral"
"11467";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral"
"11468";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Omissão na Expedição de Boletim de Apuração"
"11469";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Omissão no Recolhimento das Cédulas Apuradas, no Fechamento e Lacração da Urna"
"11470";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração"
"11471";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Omissão no Recebimento e Registro de Protestos, bem como, de sua Remessa à Instância Superior "
"11472";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Falsificação ou Alteração de Documento Público para Fins Eleitorais"
"11473";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Falsidade Ideológica"
"11474";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Reconhecimento Indevido de Firma ou Letras para Fins Eleitorais"
"11475";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Uso de Documento Falso para Fins Eleitorais"
"11476";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Obtenção de Documento Falso para Fins Eleitorais"
"11477";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Omissão da Entrega do Boletim de Urna"
"11478";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Obtenção de Acesso a Sistema de Dados Eleitorais"
"11479";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Destruição de Dados Eleitorais"
"11480";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Cerceamento da Fiscalização Partidária"
"11481";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Fé Pública Eleitoral | Recusa de Entrega de Boletim"
"11482";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral"
"11483";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Divulgação de Fatos Inverídicos na Propaganda Eleitoral"
"11484";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Calúnia na Propaganda Eleitoral"
"11485";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Divulgação de Falsa Imputação"
"11486";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Difamação na Propaganda Eleitoral"
"11487";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Injúria na Propaganda Eleitoral"
"11488";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Injúria Eleitoral Violenta"
"11489";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Inutilização, Alteração ou Perturbação de Propaganda"
"11490";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Impedimento do Exercício da Propaganda"
"11491";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores"
"11492";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Realização de Propaganda Eleitoral em Língua Estrangeira"
"11493";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Participação de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral "
"11494";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Autorização de Transmissão de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral "
"11495";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Pesquisa Fraudulenta"
"11496";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra a Propaganda Eleitoral | Uso, na Propaganda Eleitoral, de Símbolo de Órgãos de Governo"
"11497";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto"
"11498";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Retenção de Título Eleitoral ou do Comprovante de Alistamento Eleitoral"
"11499";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Impedimento ou Embaraço ao Exercício do Sufrágio"
"11500";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Prisão ou Detenção do Eleitor, Membro de Mesa Receptora, Fiscal, Delegado de Partido ou Candidato, Fora das Hipóteses Legais Permitidas "
"11501";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Corrupção Eleitoral"
"11502";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Coação Visando a Obtenção de Voto ou a sua Abstenção"
"11503";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção"
"11504";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Concentração de Eleitores para Embaraçar ou Fraudar o Exercício do Voto"
"11505";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Fornecimento ao Eleitor de Cédula Oficial Já Assinalada ou Marcada"
"11506";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Fornecimento de Cédula Eleitoral Rubricada a Destempo"
"11507";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Votação Múltipla ou Realizada em Lugar de Outrem"
"11508";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Violação do Sigilo do Voto"
"11509";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Violação do Sigilo da Urna ou dos Invólucros"
"11510";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Destruição, Supressão ou Ocultação de Urna Contendo Votos ou Documentos Eleitorais "
"11511";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Destruição de Relação de Candidatos"
"11512";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Uso Proibido de Alto-Falantes"
"11513";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Arregimentação de Eleitor ou Boca de Urna"
"11514";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Divulgação de Propaganda Eleitoral no Dia da Eleição"
"11515";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Retenção de Título ou Comprovante de Alistamento Eleitoral"
"11516";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra o Sigilo ou o Exercício do Voto | Subscrição de Mais de Uma Ficha de Filiação Partidária"
"11517";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra os Partidos Políticos"
"11518";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra os Partidos Políticos | Subscrição de Mais de Uma Ficha de Filiação Partidária"
"11519";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra os Partidos Políticos | Inscrição Simultânea em Dois ou Mais Partidos"
"11520";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra os Partidos Políticos | Coleta de Assinatura em Mais de Uma Ficha de Registro Partidário"
"11521";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra os Partidos Políticos | Preterição à Prioridade Postal"
"11522";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra os Partidos Políticos | Arguição de Ineligibilidade Temerária ou de Má-Fé"
"11523";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra os Partidos Políticos | Não-Acesso dos Partidos aos Dados Relativos às Pesquisas Eleitorais"
"11524";"11428";"DIREITO ELEITORAL";"Crimes Eleitorais";"Crimes contra os Partidos Políticos | Irregularidades dos Dados Publicados em Pesquisas Eleitorais"
"11557";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Administração da Justiça Eleitoral"
"11558";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Conduta Vedada a Agente Público"
"11559";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Improbidade Administrativa"
"11560";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Descumprimento de Prazos Eleitorais"
"11561";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Garantia de Autoridade de Decisão do Tribunal"
"11562";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Magistrado"
"11563";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Magistrado | Afastamento de Magistrado"
"11564";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Magistrado | Designação de Juiz Eleitoral"
"11565";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Magistrado | Lista Tríplice"
"11566";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Servidor"
"11567";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Servidor | Concurso Público"
"11568";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Servidor | Remoção de Servidor"
"11569";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Servidor | Requisição"
"11570";"11428";"DIREITO ELEITORAL";"Administração da Justiça Eleitoral";"Servidor | Requisição | Requisição de Servidor"
